Tanc2|A2A690	Ajm1|A2AJA9	0.578523663723666
Tanc2|A2A690	Ryr2|E9Q401	0.603416182225971
Tanc2|A2A690	Sema4d|O09126	0.584029913327583
Tanc2|A2A690	Bmpr2|O35607	0.674924323493313
Tanc2|A2A690	Ctnnd2|O35927	0.569104280173905
Tanc2|A2A690	Cacna1b|O55017	0.584927749676473
Tanc2|A2A690	Bsn|O88737	0.64801684520001
Tanc2|A2A690	Thy1|P01831	0.6239416104869411
Tanc2|A2A690	Camk2a|P11798	0.561629167457073
Tanc2|A2A690	Prkar2a|P12367	0.689768681757065
Tanc2|A2A690	Ncam1|P13595	0.558466045246587
Tanc2|A2A690	Slc4a3|P16283	0.624149022545823
Tanc2|A2A690	Gnao1|P18872	0.583452773574944
Tanc2|A2A690	Gabrg2|P22723	0.57682380033423
Tanc2|A2A690	Kras|P32883	0.6031636287137231
Tanc2|A2A690	Cacnb3|P54285	0.610059206331585
Tanc2|A2A690	Cdh11|P55288	0.656209152760989
Tanc2|A2A690	Strn4|P58404	0.580086080604131
Tanc2|A2A690	Abi2|P62484	0.571829040358578
Tanc2|A2A690	Rhob|P62746	0.576694757599969
Tanc2|A2A690	Slc8a1|P70414	0.584738133813927
Tanc2|A2A690	Adcy6|Q01341	0.622146606722959
Tanc2|A2A690	Ctnnb1|Q02248	0.558954190914303
Tanc2|A2A690	Enah|Q03173	0.6178321492351989
Tanc2|A2A690	Clu|Q06890	0.5752875705158951
Tanc2|A2A690	Trio|Q0KL02	0.5736383767618051
Tanc2|A2A690	Zfyve27|Q3TXX3	0.5561998439534029
Tanc2|A2A690	Dip2b|Q3UH60	0.583160044559732
Tanc2|A2A690	Agap2|Q3UHD9	0.59847266581784
Tanc2|A2A690	Gprin1|Q3UNH4	0.559994492417755
Tanc2|A2A690	Sorbs2|Q3UTJ2	0.577862162910575
Tanc2|A2A690	NA|Q3UTZ3	0.6420250155258079
Tanc2|A2A690	Kctd16|Q5DTY9	0.58720174287469
Tanc2|A2A690	Iqsec2|Q5DU25	0.5878273374994649
Tanc2|A2A690	Cacna1e|Q61290	0.5740823377102099
Tanc2|A2A690	Cd47|Q61735	0.6249444248683989
Tanc2|A2A690	Kiaa1549|Q68FD9	0.596727875083657
Tanc2|A2A690	Arhgap21|Q6DFV3	0.711856936989868
Tanc2|A2A690	Fbxo41|Q6NS60	0.58500103596111
Tanc2|A2A690	Soga3|Q6NZL0	0.556199952036561
Tanc2|A2A690	Prrt3|Q6PE13	0.6898015835263771
Tanc2|A2A690	Atp2b4|Q6Q477	0.5797534577403199
Tanc2|A2A690	Cspg5|Q71M36	0.630298734942974
Tanc2|A2A690	Plekha6|Q7TQG1	0.686583154482305
Tanc2|A2A690	Gabbr2|Q80T41	0.633851078860808
Tanc2|A2A690	Lrfn2|Q80TG9	0.580821202848347
Tanc2|A2A690	Rimbp2|Q80U40	0.685993093346131
Tanc2|A2A690	Arhgap32|Q811P8	0.6043152794262099
Tanc2|A2A690	Gphn|Q8BUV3	0.646446986118335
Tanc2|A2A690	Slc39a6|Q8C145	0.594871412330222
Tanc2|A2A690	Ank2|Q8C8R3	0.637501301562261
Tanc2|A2A690	Gpc5|Q8CAL5	0.601808865994687
Tanc2|A2A690	Mical3|Q8CJ19	0.618780693620528
Tanc2|A2A690	NA|Q8K207	0.7347439837414891
Tanc2|A2A690	Stxbp5|Q8K400	0.56838643197014
Tanc2|A2A690	Iqsec1|Q8R0S2	0.625278780539352
Tanc2|A2A690	Igsf8|Q8R366	0.659867960941321
Tanc2|A2A690	Mpdz|Q8VBX6	0.564078692940026
Tanc2|A2A690	Reep2|Q8VCD6	0.603738928843228
Tanc2|A2A690	Cdipt|Q8VDP6	0.581473435760978
Tanc2|A2A690	Dst|Q91ZU6	0.565691905438541
Tanc2|A2A690	Tmem132a|Q922P8	0.609757496058097
Tanc2|A2A690	TMEM121B|Q99MX7	0.6098194951618872
Tanc2|A2A690	Cadm3|Q99N28	0.6208705772282199
Tanc2|A2A690	Rims1|Q99NE5	0.565748974943713
Tanc2|A2A690	GOLGA7B|Q9D428	0.585951010143434
Tanc2|A2A690	Gng12|Q9DAS9	0.599523026230713
Tanc2|A2A690	Nbea|Q9EPN1	0.6204671115664151
Tanc2|A2A690	Slc23a2|Q9EPR4	0.57872519391959
Tanc2|A2A690	Jph3|Q9ET77	0.585522745576962
Tanc2|A2A690	Myo18a|Q9JMH9	0.582757679765016
Tanc2|A2A690	Srcin1|Q9QWI6	0.6299516339305079
Tanc2|A2A690	Dbn1|Q9QXS6	0.597730695092273
Tanc2|A2A690	Macf1|Q9QXZ0	0.5586167986306271
Tanc2|A2A690	Add1|Q9QYC0	0.609225787803688
Tanc2|A2A690	Afdn|Q9QZQ1	0.599971234046718
Tanc2|A2A690	Adam11|Q9R1V4	0.577716238107329
Tanc2|A2A690	Gabbr1|Q9WV18	0.694634275802962
Tanc2|A2A690	Clip2|Q9Z0H8	0.608457013870332
Tanc2|A2A690	Gria3|Q9Z2W9	0.556466086162849
Fam171a2|A2A699	Scn1a|A2APX8	0.632052394789072
Fam171a2|A2A699	Grik3|B1AS29	0.623146428287771
